Seq#,ID#,Florence,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Related Purchase
1301,10869,0,0,273,2,4,12,0,0,0,0,0,0,0,0,0,0,0
1302,10877,0,1,220,34,2,42,1,0,0,0,1,0,0,0,0,0,0
1303,10891,0,1,306,12,2,18,0,1,0,0,0,0,0,0,0,0,0
1304,10899,0,1,136,10,3,26,1,0,1,0,0,0,0,0,0,0,0
1305,10909,0,1,375,8,9,38,2,1,0,1,1,1,1,0,0,0,2
1306,10915,0,1,52,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1307,10918,0,0,338,6,8,54,1,2,2,1,0,1,0,1,0,0,2
1308,10919,0,0,310,16,2,18,0,0,1,0,0,0,1,0,0,0,1
1309,10928,0,1,95,32,2,40,0,0,0,1,0,1,0,0,0,1,2
1310,10934,0,1,203,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1311,10935,0,1,152,12,2,18,0,1,0,0,0,0,0,0,0,0,0
1312,10936,0,1,178,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1313,10950,1,0,270,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1314,10952,1,1,202,4,12,72,1,1,0,1,2,2,0,0,0,0,2
1315,10955,0,0,293,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1316,10956,0,1,207,24,2,30,1,1,0,0,0,0,0,0,0,0,0
1317,10957,0,1,263,12,2,20,0,0,1,0,0,0,0,0,0,0,0
1318,10960,0,0,67,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1319,10963,0,1,295,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1320,10964,0,1,175,14,11,68,2,3,3,2,1,0,0,0,0,0,0
1321,10978,0,1,294,10,3,22,0,0,1,1,0,0,0,0,0,0,0
1322,10999,0,1,268,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1323,11007,0,1,39,30,1,30,0,0,1,0,0,0,0,0,0,0,0
1324,11009,0,1,94,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1325,11010,0,0,216,2,9,46,2,1,2,0,2,0,1,1,1,0,3
1326,11012,0,0,97,20,1,20,0,0,1,0,0,0,0,0,0,0,0
1327,11045,0,1,24,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1328,11050,0,0,334,2,7,26,0,0,3,1,0,0,0,1,0,0,1
1329,11055,0,1,329,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1330,11061,0,0,313,12,2,20,0,0,1,0,0,0,0,0,0,0,0
1331,11064,0,1,240,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1332,11065,0,1,432,16,9,38,0,2,5,1,0,0,1,0,0,0,1
1333,11076,0,0,54,16,1,16,0,0,0,0,0,1,0,0,0,0,1
1334,11088,0,1,116,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1335,11097,0,1,305,30,1,30,0,0,0,0,1,0,0,0,0,0,0
1336,11111,0,1,134,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1337,11113,0,1,101,16,2,22,0,0,1,0,1,0,0,0,0,0,0
1338,11118,0,1,318,6,2,14,1,0,0,0,0,0,0,0,0,0,0
1339,11124,0,1,347,20,9,60,1,2,2,1,2,1,0,0,0,0,1
1340,11131,0,1,55,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1341,11133,0,1,71,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1342,11138,0,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1343,11150,0,1,37,28,2,32,0,0,0,0,1,1,0,0,0,0,1
1344,11179,0,1,133,16,4,36,1,0,1,1,0,0,1,0,0,0,1
1345,11186,0,1,152,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1346,11203,0,1,112,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1347,11216,0,1,179,16,3,34,0,1,2,0,0,0,0,0,0,0,0
1348,11220,0,0,23,14,1,14,0,0,0,0,1,0,0,0,0,0,0
1349,11234,0,0,337,10,10,66,3,1,2,0,0,1,2,0,0,0,3
1350,11249,1,1,109,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1351,11274,0,1,21,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1352,11289,0,0,160,6,5,22,0,0,1,1,0,0,0,0,0,0,0
1353,11294,0,1,116,20,5,46,0,1,2,0,1,1,0,1,0,0,2
1354,11295,0,1,135,8,4,22,0,0,2,0,0,1,0,0,0,0,1
1355,11311,0,1,182,10,4,34,1,0,0,2,0,0,0,0,0,0,0
1356,11314,0,1,298,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1357,11315,1,0,316,26,8,72,1,1,1,1,1,2,1,0,0,0,3
1358,11342,0,0,142,14,3,26,1,1,1,0,0,0,0,0,0,0,0
1359,11343,0,1,121,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1360,11363,0,0,118,8,2,16,0,0,1,0,0,0,0,0,0,0,0
1361,11370,0,1,293,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1362,11393,0,1,166,8,11,56,1,3,1,0,2,0,1,0,0,0,1
1363,11396,0,1,269,10,5,32,2,0,1,0,0,0,0,0,0,0,0
1364,11401,0,1,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1365,11406,1,0,397,10,9,50,0,1,2,0,0,3,2,0,0,0,5
1366,11434,0,1,199,14,2,18,0,0,0,1,0,1,0,0,0,0,1
1367,11439,0,0,56,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1368,11455,0,1,234,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1369,11456,0,1,185,14,8,54,2,1,1,3,0,0,1,1,0,0,2
1370,11457,0,1,46,10,2,14,1,0,0,0,0,0,0,0,0,0,0
1371,11461,0,1,41,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1372,11484,0,1,34,14,1,14,0,0,0,0,1,0,0,0,0,0,0
1373,11486,0,1,193,14,2,18,1,1,0,0,0,0,0,0,0,0,0
1374,11487,0,1,156,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1375,11491,0,1,216,16,2,18,1,0,0,0,0,0,1,0,0,0,1
1376,11495,0,1,240,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1377,11499,0,1,107,22,1,22,0,0,0,0,0,0,1,0,0,0,1
1378,11504,0,1,232,26,1,26,0,0,1,0,0,0,0,0,0,0,0
1379,11520,0,1,199,22,5,50,0,1,2,0,0,1,1,0,0,0,2
1380,11536,0,0,395,10,11,36,4,2,1,0,0,0,1,1,0,0,2
1381,11548,0,0,201,22,2,28,2,0,0,0,0,0,0,0,0,0,0
1382,11550,0,0,319,22,11,50,2,1,1,4,1,1,1,0,0,0,2
1383,11551,1,1,81,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1384,11554,0,0,79,26,1,26,0,0,0,0,0,0,1,0,0,0,1
1385,11558,0,1,281,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1386,11572,0,1,222,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1387,11584,0,1,73,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1388,11586,0,0,206,14,11,64,2,1,3,2,1,1,1,2,0,0,4
1389,11588,0,1,215,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1390,11592,0,1,140,10,2,14,0,1,0,0,0,0,0,0,0,0,0
1391,11608,0,0,182,12,2,18,0,0,1,0,0,0,0,0,0,0,0
1392,11610,0,1,196,16,4,32,1,2,1,0,0,0,0,0,0,0,0
1393,11617,0,1,99,14,4,32,2,0,1,1,0,0,0,0,0,0,0
1394,11620,0,1,115,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1395,11622,0,1,83,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1396,11627,0,1,287,6,3,22,0,1,0,0,0,0,1,0,0,0,1
1397,11635,0,1,156,14,6,32,2,0,1,1,2,0,0,0,0,0,0
1398,11652,0,1,25,30,1,30,0,0,0,0,0,0,1,0,0,0,1
1399,11654,0,1,60,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1400,11655,0,1,77,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1401,11682,0,1,275,14,3,20,1,0,2,0,0,0,0,1,0,0,1
1402,11685,0,0,314,28,7,62,0,1,4,0,1,1,0,0,0,0,1
1403,11697,0,1,289,12,12,60,1,2,3,1,2,1,1,0,0,0,2
1404,11702,0,1,256,10,9,32,0,1,2,3,0,0,0,0,0,0,0
1405,11712,0,1,140,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1406,11720,0,1,267,16,2,20,1,0,0,0,0,1,0,0,0,0,1
1407,11726,0,0,265,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1408,11727,0,1,100,16,2,20,1,0,0,1,0,0,0,0,0,0,0
1409,11730,0,0,125,14,2,16,0,0,0,0,0,0,1,0,0,0,1
1410,11734,0,1,326,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1411,11740,0,1,197,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1412,11741,0,0,243,14,11,78,3,1,5,0,0,2,0,1,0,1,4
1413,11750,0,1,343,10,11,58,3,2,2,0,1,0,2,0,0,0,2
1414,11753,0,1,152,14,6,36,2,0,0,2,0,0,2,0,0,0,2
1415,11788,0,1,235,18,8,50,1,0,4,1,0,1,1,1,0,0,3
1416,11797,0,1,302,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1417,11811,0,0,281,16,11,40,0,1,2,3,2,2,1,0,0,0,3
1418,11813,0,1,153,12,2,18,0,0,0,1,0,0,0,0,0,0,0
1419,11815,0,1,178,10,2,14,1,0,0,0,0,0,0,0,0,0,0
1420,11817,0,1,219,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1421,11826,0,0,39,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1422,11858,1,1,335,10,12,72,2,1,1,2,1,2,2,0,0,0,4
1423,11865,0,1,370,14,12,68,2,1,3,2,0,1,2,0,0,0,3
1424,11867,0,1,292,36,2,40,0,0,0,0,2,0,0,0,1,0,1
1425,11870,1,0,267,8,10,60,2,0,1,1,1,1,1,0,1,0,3
1426,11877,0,1,80,34,1,34,0,0,0,0,0,0,1,0,0,0,1
1427,11878,0,0,246,10,6,22,1,1,1,1,1,0,0,1,1,0,2
1428,11886,1,0,98,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1429,11888,0,1,65,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1430,11889,0,1,366,10,9,36,0,1,4,0,1,0,1,0,0,0,1
1431,11896,0,1,429,14,11,74,2,1,3,2,1,1,1,0,0,0,2
1432,11901,0,1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1433,11923,0,1,121,16,6,36,0,2,2,2,0,0,0,1,0,0,1
1434,11937,0,1,140,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1435,11941,0,0,257,22,1,22,0,0,0,1,0,0,0,0,0,0,0
1436,11943,0,1,274,16,2,24,0,0,1,0,0,1,0,0,0,0,1
1437,11960,1,1,43,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1438,11965,0,1,62,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1439,11967,0,0,165,14,2,16,1,0,0,1,0,0,0,0,0,0,0
1440,11978,0,1,36,16,2,20,0,0,1,0,0,1,0,0,0,0,1
1441,11980,0,1,319,10,10,70,1,1,0,2,1,1,3,0,0,0,4
1442,11994,0,0,293,12,2,14,1,0,0,0,0,0,0,0,0,0,0
1443,11996,0,1,163,28,2,32,1,0,0,0,0,1,0,0,0,0,1
1444,12000,0,0,270,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1445,12006,0,1,132,34,5,62,2,0,3,0,0,0,0,0,0,0,0
1446,12008,0,1,131,12,5,38,1,0,2,0,0,1,0,0,0,0,1
1447,12011,0,1,274,20,7,52,3,0,1,2,1,0,0,0,0,0,0
1448,12014,0,0,263,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1449,12018,0,1,204,14,12,60,4,1,3,1,0,1,2,2,0,0,5
1450,12020,0,1,218,2,11,26,2,1,1,1,0,0,0,0,0,0,0
1451,12026,0,0,102,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1452,12036,0,0,71,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1453,12042,0,1,152,16,2,22,1,0,1,0,0,0,0,0,0,0,0
1454,12064,0,1,183,8,2,14,0,0,0,1,0,0,0,0,0,0,0
1455,12065,0,1,88,16,2,22,0,0,0,0,0,1,1,0,0,0,2
1456,12088,0,1,145,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1457,12092,0,0,59,14,2,22,1,0,0,1,0,0,0,0,0,0,0
1458,12098,0,1,200,30,4,44,1,1,1,0,0,0,1,1,0,0,2
1459,12106,0,1,199,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1460,12108,0,1,126,4,5,28,3,0,1,0,0,0,0,0,0,0,0
1461,12121,0,1,232,30,1,30,0,0,0,0,0,1,0,0,0,0,1
1462,12142,0,0,415,16,10,70,3,1,1,1,1,0,3,0,0,0,3
1463,12149,1,0,267,10,9,34,2,0,2,1,1,0,2,0,0,0,2
1464,12161,0,0,124,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1465,12166,0,1,254,12,3,26,0,1,1,0,0,0,0,0,0,0,0
1466,12183,0,0,131,14,7,28,3,1,2,0,1,0,0,1,0,0,1
1467,12184,0,0,324,14,2,22,0,0,1,0,0,1,0,0,0,0,1
1468,12190,0,0,128,14,2,20,0,0,0,0,1,0,0,0,0,0,0
1469,12192,1,1,300,4,8,44,1,3,0,0,1,1,0,0,1,1,3
1470,12202,0,1,250,34,12,68,1,1,1,1,2,1,5,0,0,0,6
1471,12205,0,0,215,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1472,12232,0,1,128,10,6,24,0,0,1,1,1,0,1,0,0,0,1
1473,12244,1,0,403,10,9,46,1,1,2,1,0,2,1,0,0,0,3
1474,12258,0,1,171,16,2,18,1,0,0,0,1,0,0,0,0,0,0
1475,12262,0,0,214,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1476,12267,0,1,304,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1477,12271,0,0,160,4,3,10,0,0,0,0,0,0,0,0,0,0,0
1478,12272,0,1,298,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1479,12298,0,1,224,10,6,36,2,0,1,1,0,1,0,0,0,0,1
1480,12309,0,0,444,2,12,60,2,1,3,1,1,2,0,1,0,0,3
1481,12320,0,1,65,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1482,12321,0,0,124,12,2,14,0,0,0,1,0,0,0,0,0,0,0
1483,12338,0,1,280,14,2,22,1,0,1,0,0,0,0,0,0,0,0
1484,12344,0,0,296,10,6,44,1,0,2,1,1,0,0,1,0,0,1
1485,12348,1,0,192,8,2,16,0,0,1,0,0,0,0,0,0,0,0
1486,12359,0,0,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1487,12361,1,1,192,14,1,14,0,0,0,0,0,1,0,0,0,0,1
1488,12365,0,1,236,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1489,12366,0,1,270,16,4,36,2,1,1,0,0,0,0,0,0,0,0
1490,12384,0,0,252,14,2,16,1,0,1,0,0,0,0,0,0,0,0
1491,12388,0,0,225,30,1,30,1,0,0,0,0,0,0,0,0,0,0
1492,12394,1,1,147,14,1,14,0,0,0,0,0,1,0,0,0,0,1
1493,12400,0,1,387,30,12,80,2,1,3,2,1,1,2,0,0,0,3
1494,12407,0,0,188,28,2,30,0,1,1,0,0,0,0,0,0,0,0
1495,12424,0,1,23,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1496,12427,0,1,43,16,2,22,1,0,0,0,1,0,0,0,0,0,0
1497,12428,1,0,194,10,6,22,0,0,1,0,2,0,0,1,1,0,2
1498,12450,0,1,29,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1499,12452,0,0,285,16,2,22,0,0,0,0,0,0,2,0,0,0,2
1500,12457,0,1,311,18,1,18,0,0,1,0,0,1,0,0,0,0,1
1501,12478,0,1,269,10,1,10,0,0,0,0,0,0,2,0,0,0,2
1502,12481,0,1,103,18,4,34,1,1,2,0,0,0,0,0,0,0,0
1503,12503,0,1,230,20,2,24,0,0,0,0,0,0,1,1,0,0,2
1504,12510,0,0,176,6,2,8,0,0,0,0,0,0,0,0,0,0,0
1505,12529,0,1,125,6,5,20,0,0,0,1,0,0,0,0,0,0,0
1506,12534,0,0,255,10,2,16,0,0,0,0,0,0,0,0,0,0,0
1507,12547,0,0,67,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1508,12555,0,0,161,10,7,34,0,1,0,1,1,0,2,0,0,0,2
1509,12559,0,1,356,12,9,62,1,1,2,1,0,1,0,0,0,0,1
1510,12560,0,0,297,12,1,12,0,0,0,0,0,0,1,0,0,0,1
1511,12562,0,1,177,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1512,12565,0,0,286,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1513,12568,0,1,214,22,8,56,3,0,2,0,1,0,0,0,0,0,0
1514,12573,0,1,376,10,7,40,0,1,1,2,0,0,2,0,0,1,3
1515,12581,0,1,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1516,12582,0,1,102,16,1,16,0,0,0,1,0,0,0,0,0,0,0
1517,12583,0,1,201,14,2,20,1,0,0,0,1,1,2,0,0,0,3
1518,12599,0,0,210,12,4,34,1,0,0,1,1,1,0,0,0,0,1
1519,12603,0,1,291,4,2,10,0,0,0,0,0,0,1,0,0,0,1
1520,12613,0,1,75,10,4,18,0,0,0,0,0,0,0,1,0,0,1
1521,12621,0,1,285,10,2,14,0,1,0,0,0,1,0,1,0,0,2
1522,12643,1,1,201,6,10,38,2,2,1,1,0,0,2,0,0,0,2
1523,12646,0,1,105,16,2,22,1,0,0,1,0,0,0,1,0,0,1
1524,12647,1,0,266,2,12,46,2,0,2,1,2,0,1,2,0,0,3
1525,12653,1,1,323,10,7,46,1,1,1,1,1,0,1,0,0,0,1
1526,12659,0,0,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1527,12660,0,0,208,6,11,50,3,2,0,1,1,0,0,0,0,1,1
1528,12671,0,0,351,30,8,60,4,2,1,0,0,0,0,0,0,1,1
1529,12676,0,1,368,12,11,62,3,0,3,1,1,0,2,0,0,0,2
1530,12687,0,0,362,12,9,36,1,0,2,1,0,0,1,0,0,1,2
1531,12689,1,0,310,6,11,68,2,0,3,2,0,0,0,0,0,0,0
1532,12703,0,1,229,18,9,38,0,1,3,1,0,0,1,0,0,0,1
1533,12707,0,0,83,14,2,20,0,0,1,1,0,0,0,2,0,0,2
1534,12717,0,0,218,14,1,14,0,0,0,0,0,2,0,2,0,0,4
1535,12723,1,1,66,14,2,22,2,0,0,0,0,1,0,2,0,0,3
1536,12726,1,0,101,10,2,14,1,0,0,0,0,2,0,0,0,0,2
1537,12730,0,1,193,8,5,36,0,0,1,0,1,1,0,0,0,1,2
1538,12736,1,0,393,36,12,64,1,3,2,3,0,2,1,0,0,0,3
1539,12748,0,1,176,30,9,68,0,2,1,5,0,0,0,0,0,0,0
1540,12756,0,1,317,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1541,12765,0,1,341,12,11,50,4,1,3,1,1,0,2,0,0,1,3
1542,12770,0,1,359,2,11,66,4,1,3,1,0,0,1,0,0,0,1
1543,12779,0,1,302,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1544,12782,1,1,281,16,6,40,1,1,2,0,1,0,2,0,0,0,2
1545,12795,0,0,54,16,2,18,0,0,1,0,1,0,0,0,0,0,0
1546,12800,1,0,335,20,8,56,1,1,3,1,0,0,1,1,0,0,2
1547,12821,0,1,243,16,2,24,0,0,0,1,1,0,0,0,0,0,0
1548,12822,0,0,202,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1549,12826,0,1,225,22,9,70,1,1,3,1,1,0,1,0,0,0,1
1550,12843,0,1,269,24,1,24,1,0,0,0,0,0,2,0,0,0,2
1551,12859,0,1,124,10,2,12,0,0,0,0,0,0,0,1,0,0,1
1552,12860,0,1,267,10,11,40,1,1,3,2,1,0,0,1,0,0,1
1553,12875,0,1,310,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1554,12881,0,1,301,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1555,12896,0,0,184,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1556,12902,0,1,224,14,7,38,1,0,1,1,1,1,0,0,0,0,1
1557,12904,0,1,326,14,8,38,1,3,1,0,1,0,0,0,0,0,0
1558,12910,0,1,154,16,6,44,0,0,1,1,0,0,0,0,0,2,2
1559,12915,0,1,202,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1560,12923,0,0,118,8,2,14,1,0,0,0,0,0,0,0,0,0,0
1561,12938,0,1,311,10,2,16,0,0,0,1,0,0,0,0,0,0,0
1562,12952,0,0,167,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1563,12956,1,1,323,12,7,26,2,1,1,0,0,0,1,0,0,0,1
1564,12957,0,1,123,12,8,52,0,0,2,1,1,0,0,0,0,0,0
1565,12978,0,0,293,14,2,18,0,0,1,1,0,0,0,0,0,0,0
1566,12982,0,1,312,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1567,12984,1,0,178,28,10,84,2,0,3,1,0,0,1,0,0,0,1
1568,12992,1,1,238,10,1,10,0,0,0,0,0,0,2,1,0,0,3
1569,12995,0,1,21,2,1,2,0,0,0,0,0,3,0,0,0,0,3
1570,13002,0,1,222,12,3,24,0,0,1,0,0,0,1,0,0,0,1
1571,13004,0,0,332,28,5,44,2,0,0,1,1,0,1,0,0,2,3
1572,13011,0,1,330,16,3,22,0,0,1,0,1,0,0,0,0,0,0
1573,13015,0,1,209,16,1,16,1,0,0,0,0,0,0,1,0,0,1
1574,13031,0,0,158,12,1,12,0,0,0,0,0,1,0,0,0,0,1
1575,13032,0,1,346,32,10,58,2,1,1,1,3,0,1,0,0,0,1
1576,13039,0,0,166,14,2,16,0,1,0,0,0,0,0,0,0,0,0
1577,13090,0,1,108,6,5,34,0,2,0,0,1,0,0,0,0,0,0
1578,13094,0,0,293,22,2,28,2,0,0,0,0,0,0,0,0,0,0
1579,13095,0,1,422,34,12,90,2,1,6,0,1,0,1,0,0,0,1
1580,13104,0,0,292,16,5,38,2,0,1,0,0,2,0,1,0,0,3
1581,13113,1,1,155,20,5,36,1,1,1,1,0,0,1,1,0,1,3
1582,13115,1,1,126,26,1,26,1,0,0,0,0,1,0,0,0,0,1
1583,13126,0,1,395,6,12,74,1,1,4,0,1,0,0,0,0,0,0
1584,13130,0,0,52,20,3,36,1,0,0,1,0,2,0,1,0,1,4
1585,13137,0,1,129,2,8,46,1,0,1,1,0,0,0,0,0,0,0
1586,13138,0,1,290,8,2,16,0,0,0,0,1,0,0,0,0,0,0
1587,13157,0,1,167,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1588,13172,0,1,34,28,1,28,0,1,0,0,0,0,0,0,0,0,0
1589,13173,0,1,45,24,1,24,0,0,0,1,0,1,0,0,0,0,1
1590,13191,0,1,212,8,7,36,1,0,3,0,1,1,1,0,0,1,3
1591,13195,0,1,232,22,3,34,0,0,3,0,0,1,1,0,0,0,2
1592,13212,0,1,305,18,3,24,1,0,1,0,0,1,0,0,0,0,1
1593,13215,0,0,286,10,2,18,0,0,1,0,0,0,0,0,0,0,0
1594,13222,0,1,328,10,10,58,3,2,2,2,0,0,0,0,0,0,0
1595,13232,0,1,26,12,1,12,0,0,0,0,0,0,0,2,0,0,2
1596,13233,0,1,246,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1597,13239,0,0,116,12,2,18,1,0,0,0,0,0,0,2,0,0,2
1598,13244,0,0,254,18,1,18,0,0,0,0,0,0,0,0,0,0,0
1599,13262,0,1,293,16,5,38,0,0,2,1,0,0,0,1,1,0,2
1600,13278,0,1,230,4,2,12,0,0,0,0,0,0,1,0,0,0,1
1601,13284,0,1,24,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1602,13292,0,1,222,28,7,60,2,1,1,1,1,0,1,0,0,0,1
1603,13293,0,0,374,22,10,80,2,2,2,2,0,0,1,0,0,0,1
1604,13294,0,0,94,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1605,13295,0,1,335,34,12,80,4,1,3,2,0,0,1,0,0,0,1
1606,13306,0,0,147,36,2,42,0,0,1,0,0,0,0,0,0,0,0
1607,13309,0,1,136,12,5,30,0,0,2,1,0,0,0,0,1,0,1
1608,13323,0,0,149,10,4,26,0,2,0,0,0,2,1,0,0,0,3
1609,13327,0,0,161,6,2,10,0,0,0,0,0,2,2,0,0,0,4
1610,13338,0,1,70,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1611,13341,0,0,224,2,12,62,1,0,3,1,3,0,2,0,1,0,3
1612,13342,1,1,373,6,10,54,1,1,2,3,1,0,1,0,0,1,2
1613,13353,0,1,165,18,11,56,2,1,4,1,1,0,0,0,0,0,0
1614,13355,0,1,87,8,4,18,0,0,0,1,1,0,0,0,0,0,0
1615,13360,0,1,277,2,8,34,0,2,1,0,0,0,0,0,0,0,0
1616,13369,1,1,285,16,5,40,1,2,0,0,1,0,0,0,1,0,1
1617,13378,0,1,251,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1618,13397,0,0,100,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1619,13398,0,0,82,16,2,24,0,0,0,1,0,0,0,0,0,0,0
1620,13416,0,1,330,12,11,56,4,1,3,1,0,0,0,0,0,0,0
1621,13426,0,0,86,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1622,13428,1,0,110,8,2,14,0,0,1,0,0,0,0,0,0,0,0
1623,13466,0,0,212,4,11,58,4,0,1,0,0,0,1,0,0,0,1
1624,13469,0,1,175,12,2,16,0,0,0,0,1,0,0,0,0,0,0
1625,13482,0,0,306,12,3,30,0,0,0,0,1,0,0,0,0,0,0
1626,13485,0,1,141,16,2,24,0,0,0,1,0,0,0,0,0,0,0
1627,13490,0,0,249,10,1,10,0,0,0,0,0,0,1,0,0,0,1
1628,13515,0,1,184,12,10,60,1,1,2,2,0,0,0,0,0,0,0
1629,13541,0,0,301,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1630,13543,0,1,282,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1631,13546,0,0,320,4,12,42,0,3,2,2,0,1,0,0,1,0,2
1632,13547,0,1,226,8,7,34,2,1,1,0,0,1,0,1,0,0,2
1633,13551,0,1,167,14,11,48,2,1,5,1,1,1,0,0,0,0,1
1634,13567,0,0,400,36,11,60,5,0,3,0,2,0,0,0,0,0,0
1635,13568,0,1,128,10,3,22,0,0,1,0,0,1,0,0,0,0,1
1636,13570,0,1,106,6,1,6,0,0,0,0,0,1,0,0,0,0,1
1637,13571,0,1,466,8,12,62,2,1,4,0,0,1,3,1,1,0,6
1638,13573,0,0,288,12,12,58,2,2,2,0,2,0,0,0,1,0,1
1639,13578,0,1,183,8,3,16,0,0,0,0,0,0,0,0,0,0,0
1640,13586,0,0,253,12,7,32,0,0,2,0,1,0,0,0,0,0,0
1641,13587,0,1,30,14,1,14,0,0,0,0,0,1,0,0,0,0,1
1642,13602,0,1,177,8,10,32,1,0,1,1,1,0,0,0,0,0,0
1643,13606,0,1,225,16,12,76,1,2,5,1,2,0,1,0,1,1,3
1644,13611,0,0,264,10,6,36,0,0,0,0,2,0,0,0,0,1,1
1645,13644,0,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1646,13662,0,1,406,10,10,46,2,0,4,2,0,0,2,0,0,1,3
1647,13666,0,1,47,14,1,14,0,0,0,0,0,0,0,0,0,0,0
